Country Name,Country Code,Series Name,Series Code,2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023],2024 [YR2024]
Low income,LIC,Adjusted savings: education expenditure (% of GNI),NY.ADJ.AEDU.GN.ZS,2.26184439056321,2.42455675941498,2.46809565369776,2.57592800756953,2.64547295253914,2.64555508579981,2.70135491369945,2.71134558258466,2.74310396597417,2.81666302929414,2.76381508644537,2.94705855661407,2.99613250288699,2.90005579544823,2.98258576589759,2.90639276544691,2.82307024402944,2.84879861042514,2.89564776793052,2.86585245618423,2.90646201937333,2.91438272409182,..,..,..
Low income,LIC,Adjusted savings: education expenditure (current US$),NY.ADJ.AEDU.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Low income,LIC,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,4.82035998162317,4.18693151474889,4.07254968807102,4.17713337492175,5.46792710394311,6.82835011657507,6.7900197267694,5.43934484738732,6.04737027554862,2.80919863949409,3.65019836445021,7.02740091772674,2.49149982330222,1.6658680828487,1.41072001543741,0.38757969216996,0.198367876821356,0.296754678626976,0.509558161290232,0.436363685300008,0.262568490215912,0.405646013289022,..,..,..
Low income,LIC,Adjusted savings: energy depletion (current US$),NY.ADJ.DNGY.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Low income,LIC,Adjusted savings: gross savings (% of GNI),NY.ADJ.ICTR.GN.ZS,..,..,..,..,..,16.3521940108124,17.6994141658699,18.5742888193549,17.4208556803168,16.4034580596569,17.313588106784,..,..,..,23.1531774918774,21.5482724384805,22.268589178485,24.4572442955983,22.6690061290335,22.3739269839749,21.6524727525829,19.3073494629398,..,..,..
Low income,LIC,Adjusted savings: mineral depletion (% of GNI),NY.ADJ.DMIN.GN.ZS,0.0608786810333025,0.0776762312082137,0.160430959564029,0.052204641949748,0.0416373857615286,0.0482370246999191,0.289566321524692,0.234372865550179,0.335704807665342,0.373225074919159,0.549573233435923,1.08605298305167,1.10922985236528,1.03558312930724,0.859980062075848,0.546909950562417,0.6075250130239,0.492898588337851,1.1061519916472,0.640768675542156,1.21319693615309,4.80334621457326,..,..,..
Low income,LIC,Adjusted savings: mineral depletion (current US$),NY.ADJ.DMIN.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Low income,LIC,Adjusted savings: natural resources depletion (% of GNI),NY.ADJ.DRES.GN.ZS,9.9021078971024,9.99621106918146,10.6127962768303,13.7088472455537,12.0682464146974,12.276641697759,11.4685487092382,12.0075669413214,12.0104521669492,8.9703089235358,8.73093499735441,12.7246828536173,9.08937768406518,8.48924903877998,8.26199785483633,7.31338788710377,8.04599275176624,7.58218864453563,6.2138442986634,5.53051006948345,6.41445458655735,10.3242401400114,..,..,..
Low income,LIC,Adjusted savings: net national savings (% of GNI),NY.ADJ.NNAT.GN.ZS,..,..,..,..,..,8.99228639571354,10.4560768922082,11.4175551986082,10.114355664472,9.60152422051744,10.4458379670031,..,..,..,14.3814092708509,12.7553867136896,14.0023233274437,16.1360676524046,14.7863004776531,14.347716459361,13.7827290209988,11.6080452089499,..,..,..
Low income,LIC,Adjusted savings: net national savings (current US$),NY.ADJ.NNAT.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Low income,LIC,Adjusted savings: particulate emission damage (% of GNI),NY.ADJ.DPEM.GN.ZS,2.84698882298923,2.81504465945452,2.75627124394096,2.67323831577459,2.56182076652013,2.52723531011153,2.4270236909125,2.3219460695665,2.17485611025763,2.05036130689995,1.9596706650357,1.99073180009945,2.02189804911343,2.13945446123611,2.00161686624023,1.94129240020769,1.82771167810181,1.74619595189006,1.65649697928804,1.56966975771592,1.56695398716993,1.50475363097903,..,..,..
Low income,LIC,Adjusted savings: particulate emission damage (current US$),NY.ADJ.DPEM.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Low income,LIC,Age dependency ratio (% of working-age population),SP.POP.DPND,95.2861612015809,95.1244757224842,94.9331371251693,94.6989830273023,94.3801079460466,94.0219020852223,93.582315720955,93.0046894316439,92.457075771158,91.9383484001489,91.3351856369305,90.6877358741979,90.1399266718883,89.7626732145678,89.3781405944297,88.8275107606875,88.0373238369194,87.1357548439255,86.1998814956037,85.2637011964166,84.3793476545572,83.5295391407854,82.6727714190707,81.7639937577385,..
Low income,LIC,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,5.79282438697523,5.81211686417461,5.82917565688762,5.84640666110114,5.86091204138235,5.86880898983436,5.8688103246131,5.86049715455263,5.84949966016522,5.83684713436454,5.82659169699837,5.82316260880828,5.83028275584784,5.84492958899852,5.85548533868805,5.85941445489336,5.84415240998676,5.81919214722203,5.80512257203992,5.80437339359807,5.80525669599581,5.80071436382516,5.8143845270808,5.85107467004127,..
Low income,LIC,"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,88.257644718468,88.0922080633054,87.9020828525506,87.6741700454314,87.3624925682942,87.0099570979439,86.5618390239885,85.9640729243325,85.435950091962,84.9622007245152,84.388738438731,83.7712358969088,83.2601476934805,82.9336568089428,82.5895645700856,82.0526065086073,81.2792658030565,80.394587748155,79.4626764067848,78.5164594569771,77.6282291614466,76.7844886876547,75.9087226636577,74.9578366419105,..
Low income,LIC,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,28.3606550781702,28.1531994436907,27.797364312531,27.112764997778,25.2745811533919,25.244652358697,25.1740225103868,25.7263314305729,26.0810719716181,27.838906782268,25.6538577015816,24.4252647567676,26.9845416926994,25.7549705911404,26.1542072141029,26.3105533181496,26.3795889873016,27.0135821089536,26.1912141021822,26.5499933737125,27.5887895820656,26.6192509692663,26.3287301784666,24.8230475144424,..
Low income,LIC,"Agriculture, forestry, and fishing, value added (annual % growth)",NV.AGR.TOTL.KD.ZG,-3.9445608588277,5.31160345676393,2.7580764766854,1.50731420592611,-1.34150767330127,6.40603372587074,6.24049493758601,-0.268507445055846,2.99597816716269,5.56727822909761,2.69960224925012,2.11209641496851,2.55743643607073,2.31948437016494,-0.876362511519247,1.0111324514489,3.99190650296084,3.88172996759759,1.49803031357858,3.43449829148487,1.37812761433229,1.55561041690828,3.90832275758086,0.936473534049156,..
Low income,LIC,"Agriculture, forestry, and fishing, value added (constant 2015 US$)",NV.AGR.TOTL.KD,75088510931.2082,79076914873.4628,81257916661.0763,82482728782.3483,81376216646.5848,86589204529.8027,91992799454.981,91745791939.5291,94494475835.3279,99755246216.208,102448241086.806,104612046713.998,107287433313.182,109775948560.032,108813913300.187,109914166089.257,114301836833.049,118738725486.912,120517467588.663,124656637953.936,126374565504.678,128340461409.991,133356420870.462,134605268457.869,..
Low income,LIC,"Agriculture, forestry, and fishing, value added (constant LCU)",NV.AGR.TOTL.KN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Low income,LIC,"Agriculture, forestry, and fishing, value added (current LCU)",NV.AGR.TOTL.CN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Low income,LIC,"Agriculture, forestry, and fishing, value added (current US$)",NV.AGR.TOTL.CD,35134335928.8323,32955535842.0944,35793315284.4937,38986829946.8491,42472920585.3628,50662839490.0704,58733812868.9364,73101225655.8023,89172516270.0451,94742425973.3613,96063452736.044,99225842900.2671,103694067976.992,102063808714.764,110944784187.642,109914166089.257,101615894663.795,108987455962.894,110058476825.629,118708895011.986,122136162580.218,126394366623.195,144070796482.889,164708159337.079,..
Low income,LIC,"Agriculture, forestry, and fishing, value added per worker (constant 2015 US$)",NV.AGR.EMPL.KD,806.596058744344,829.783589242082,839.324008349807,830.785974569865,794.936098081464,825.580388155888,864.380693029032,849.193284904774,856.25953130042,884.993577814409,898.149302548693,896.328849034132,903.341569839659,903.761459678913,897.381682114473,901.853840991718,937.609162778286,967.458760452197,968.172792516129,911.053763681052,920.773743486318,905.368189574647,913.621294550757,795.110380623063,..
Low income,LIC,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,291.177,248.273000095367,..,..,..,..,..,..,..,..,632.154487305,747.424139456109,962.667431939288,992.492088,1101.69615667353,1307.72730999987,1559.3575617141,2131.0225604778,2156.42701415641,2508.88481829636,..,3785.783033409,..,..,..
Low income,LIC,"Air transport, passengers carried",IS.AIR.PSGR,4776260,4640077,..,..,..,..,..,..,..,..,11761536.134862,14168273.5391265,13737452.8600487,14815345,14719339.1590676,12867667,13753911,15919522.08,17823482.4681181,18690732.6858869,8026937.252,11917901.427,..,..,..
Low income,LIC,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,111103,108810,..,..,..,..,..,..,..,..,178713.831499491,204933.101917447,195745.870088547,209546,208291.310289755,181611,186418,208832,200417.753530167,204534.3,115158.539,164384.117,..,..,..
Low income,LIC,Alternative and nuclear energy (% of total energy use),EG.USE.COMM.CL.ZS,2.386699154366,2.49966537147881,2.46649235094605,2.40056777976563,2.5907486674274,2.64474567594748,2.58794609153018,2.7587615828129,2.61112475191128,2.64025350431864,2.92274456514434,3.02196569585854,3.04807491506972,3.18423972800012,3.18287712897425,3.09977244674523,3.23892090927159,3.00818349805601,3.16613382598936,3.14138052388761,3.28881074410017,3.37425173493182,3.47526111635342,..,..
Low income,LIC,"Annual freshwater withdrawals, agriculture (% of total freshwater withdrawal)",ER.H2O.FWAG.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,90.7202777322979,90.734061718639,90.7345797281891,90.7119542557446,90.7655079510827,90.7537077112078,90.7589921534111,90.7545596058506,..,..,..
Low income,LIC,"Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)",ER.H2O.FWDM.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6.66289400632049,6.66117007683961,6.66518513334858,6.68577081828207,6.65115789552074,6.658058441052,6.66115817426367,6.658058441052,..,..,..
Low income,LIC,"Annual freshwater withdrawals, industry (% of total freshwater withdrawal)",ER.H2O.FWIN.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.61682826136382,2.60476820450413,2.59860376924249,2.60227492595563,2.58333415337903,2.57971490129871,2.57984967230778,2.57971490129872,..,..,..
Low income,LIC,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.98785146450872,5.01016698515363,5.02296496830958,5.01680029391698,5.05454129524877,5.06259192938057,5.06259192938057,5.06259192938057,..,..,..
Low income,LIC,"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,115.6524140943,116.1698400547,116.4665845865,116.323645391,117.1987391955,117.3854078,117.3854078,117.3854078,..,..,..
Low income,LIC,"Annualized average growth rate in per capita real survey mean consumption or income, bottom 40% of population (%)",SI.SPR.PC40.ZG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Low income,LIC,"Annualized average growth rate in per capita real survey mean consumption or income, total population (%)",SI.SPR.PCAP.ZG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Low income,LIC,Aquaculture production (metric tons),ER.FSH.AQUA.MT,487791,530780,539282,544786,540805,547337.15,575816.2,593564.7,594881.25,615174.4,638256.6,628453.73,643101.88,648843.75,721520.06,737892.91,798285.59,811456.4,843080.06,846484.76,874866.05,900730.56,188256.6,..,..
Low income,LIC,Armed forces personnel (% of total labor force),MS.MIL.TOTL.TF.ZS,2.27216979410364,1.93649627171609,1.91522861279587,1.82788457880032,1.72060423257572,1.6742421854635,..,1.58029701192059,1.56735098081239,1.64679859382431,1.66799586604746,1.61037937364303,1.57824534057487,1.52250589383054,1.49063115279518,1.4685807413603,1.44087023077689,1.37879444769569,1.33084187445558,1.31601841733887,1.20380461834185,..,..,..,..
Low income,LIC,"Armed forces personnel, total",MS.MIL.TOTL.P1,3346600,2802600,2940950,2885400,2766800,2789800,..,2772000,2820000,3075723,3266598,3260600,3275800,3238350,3212100,3212050,3215800,3142000,3116050,3165000,2934000,..,..,..,..
Low income,LIC,Asylum-seekers by country or territory of asylum,SM.POP.ASYS.EA,24433,25710,63542,40650,37098,50521,46776,55166,50988,69936,89967,84149,85938,90797,106913,114904,139103,162648,157318,191332,163102,219871,214966,321667,..
Low income,LIC,"Average working hours of children, study and work, ages 7-14 (hours per week)",SL.TLF.0714.SW.TM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Low income,LIC,"Average working hours of children, study and work, female, ages 7-14 (hours per week)",SL.TLF.0714.SW.FE.TM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Low income,LIC,"Average working hours of children, study and work, male, ages 7-14 (hours per week)",SL.TLF.0714.SW.MA.TM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Low income,LIC,"Average working hours of children, working only, ages 7-14 (hours per week)",SL.TLF.0714.WK.TM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Low income,LIC,"Average working hours of children, working only, female, ages 7-14 (hours per week)",SL.TLF.0714.WK.FE.TM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Low income,LIC,"Average working hours of children, working only, male, ages 7-14 (hours per week)",SL.TLF.0714.WK.MA.TM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Low income,LIC,Benefit incidence of social protection and labor programs to poorest quintile (% of total SPL benefits),per_allsp.ben_q1_tot,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Low income,LIC,Benefit incidence of social safety net programs to poorest quintile (% of total safety net benefits),per_sa_allsa.ben_q1_tot,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Low income,LIC,Benefit incidence of unemployment benefits and ALMP to poorest quintile (% of total U/ALMP benefits),per_lm_alllm.ben_q1_tot,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Low income,LIC,Carbon intensity of GDP (kg CO2e per 2021 PPP $ of GDP),EN.GHG.CO2.RT.GDP.PP.KD,0.124563569599573,0.123507151184367,0.119853414207091,0.11751127866528,0.115403234274483,0.125854675665509,0.12662706339296,0.127762919252501,0.127080762818571,0.122117709452151,0.118486343354424,0.117964881695961,0.113546112691937,0.100581133279534,0.097033281955263,0.0977820732980413,0.0998195609825511,0.0998039392183927,0.100631806679801,0.0982844976143416,0.0923663732484974,0.0969899681127415,0.0931364893405309,0.0791719942829466,..
Low income,LIC,Carbon intensity of GDP (kg CO2e per constant 2015 US$ of GDP),EN.GHG.CO2.RT.GDP.KD,0.429350190896008,0.426446546137806,0.413875606059414,0.417294131976237,0.411342144902359,0.4423620366457,0.444544044853123,0.449938440062853,0.447384772131129,0.438974078280179,0.419011872402323,0.416334962021587,0.391456152215055,0.362737171532171,0.347698873417498,0.325826867746593,0.324545047066518,0.325004878479123,0.330873427872954,0.323532844276682,0.305189160351432,0.317060539655978,0.302971762890716,0.251979068241374,..
Low income,LIC,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Low income,LIC,"Central government debt, total (current LCU)",GC.DOD.TOTL.CN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Low income,LIC,Cereal production (metric tons),AG.PRD.CREL.MT,41231543.11,50034254.24,50034557.3,57142250.25,50561051.39,61947960.73,64981855.37,65189157.06,64324466.2,73345292.96,78023637.91,77068866.53,84584116.67,86463925.55,90337732.25,86516051.09,91431501.27,91076023.29,94681995.14,99620694.49,102768587.32,98598037.01,101518919.14,..,..
Low income,LIC,Cereal yield (kg per hectare),AG.YLD.CREL.KG,895.098642968657,989.417047307521,1009.64846748797,1037.26073331072,1032.38941282362,1023.08734530066,1142.67301219972,1129.36599643316,1067.6349918413,1232.28526350683,1204.45134650052,1188.53481237416,1356.50983991984,1271.82729671934,1296.38371224144,1372.64009259113,1283.72160041395,1342.19292475034,1340.07452193896,1447.29832060696,1461.80713492783,1419.94741417573,1443.20327195758,..,..
Low income,LIC,Changes in inventories (constant LCU),NE.GDI.STKB.KN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Low income,LIC,Changes in inventories (current LCU),NE.GDI.STKB.CN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Low income,LIC,Changes in inventories (current US$),NE.GDI.STKB.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Low income,LIC,"Children in employment, female (% of female children ages 7-14)",SL.TLF.0714.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Low income,LIC,"Children in employment, male (% of male children ages 7-14)",SL.TLF.0714.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
